Date,Price,Open,High,Low,Volume,ChangePct,PriceChange,Gain,Loss,RSI14,Year,PE,EPS,DividendYield,PB,DebtToEquity,NetIncomeMargin,KSE_Open,KSE_High,KSE_Low,KSE_Close,KSE_Volume,KSE_Change,Target_90d,Return_90d
2021-06-10,23.02,22.45,23.41,22.12,1980000,2.86,0.6400000000000006,0.6400000000000006,0.0,70.58242843040472,2021,14.89,1.63,0.0,1.5,22.1,7.73,"47,783.17","48,287.52","47,777.62","48,251.49",296571808,473.87,26.82,0.1650738488271069
2021-06-11,24.66,23.41,24.74,23.21,5770000,7.14,1.6400000000000006,1.6400000000000006,0.0,74.68139337298214,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,261.48","48,531.40","48,245.40","48,304.72",373933120,53.23,26.9,0.09083536090835355
2021-06-14,25.62,25.62,26.4,24.5,11780000,3.88,0.9600000000000009,0.9600000000000009,0.0,77.19714964370546,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,374.78","48,981.82","48,304.72","48,726.08",507488768,421.36,26.87,0.04879000780640125
2021-06-15,24.29,25.72,26.08,24.1,5830000,-5.18,-1.3300000000000018,0.0,1.3300000000000018,69.49275362318839,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,743.45","48,841.47","48,511.58","48,632.56",699381504,-93.52,27.57,0.13503499382461923
2021-06-16,24.18,24.43,24.93,24.09,1800000,-0.46,-0.10999999999999943,0.0,0.10999999999999943,69.89795918367346,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,636.31","48,878.20","48,431.96","48,480.90",409175872,-151.66,27.22,0.1257237386269644
2021-06-17,22.78,24.18,24.27,22.37,7250000,-5.79,-1.3999999999999986,0.0,1.3999999999999986,59.69387755102041,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,478.62","48,544.65","48,155.84","48,157.63",290297120,-323.27,26.95,0.18305531167690947
2021-06-18,23.54,22.91,24.0,22.62,2940000,3.33,0.759999999999998,0.759999999999998,0.0,57.3959938366718,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,156.71","48,411.87","48,022.72","48,238.67",304366997,81.04,27.38,0.1631265930331351
2021-06-21,23.11,23.76,23.9,22.95,436930,-1.82,-0.4299999999999997,0.0,0.4299999999999997,49.448685326547924,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,252.41","48,370.42","47,963.97","48,012.52",227219600,-226.15,27.03,0.16962353959324974
2021-06-22,23.04,23.04,23.84,22.62,796620,-0.29,-0.07000000000000028,0.0,0.07000000000000028,41.45631067961165,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,030.29","48,154.56","47,931.78","47,987.14",208950080,-25.38,27.04,0.1736111111111111
2021-06-23,22.97,22.86,23.61,22.85,1780000,-0.34,-0.07000000000000028,0.0,0.07000000000000028,42.23541048466865,2021,14.89,1.63,0.0,1.5,22.1,7.73,"48,016.64","48,134.94","47,873.14","47,900.70",236828864,-86.44,27.32,0.18937744884632135
