Date,Price,Open,High,Low,Volume,ChangePct,PriceChange,Gain,Loss,RSI14,Year,PE,EPS,DividendYield,PB,DebtToEquity,RoAA,KSE_Open,KSE_High,KSE_Low,KSE_Close,KSE_Volume,KSE_Change,Target_90d,Return_90d
2023-05-16,21.2,21.05,21.38,20.93,637000,0.86,0.17999999999999972,0.17999999999999972,0.0,53.79746835443036,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,827.94","42,081.58","41,817.01","42,006.24",101393472,287.81,22.95,0.08254716981132076
2023-05-17,21.43,21.02,21.43,21.01,117500,1.08,0.23000000000000043,0.23000000000000043,0.0,59.75232198142414,2023,1.29,24.96,0.0,0.17,679.61,0.89,"42,050.47","42,110.03","41,818.34","41,833.66",55085168,-172.58,22.85,0.06626224918338786
2023-05-18,21.42,21.07,21.42,21.07,62500,-0.05,-0.00999999999999801,0.0,0.00999999999999801,59.56790123456792,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,859.33","41,964.27","41,411.64","41,472.19",49034616,-361.47,23.0,0.07376283846872074
2023-05-19,21.25,21.25,21.33,21.03,78000,-0.79,-0.1700000000000017,0.0,0.1700000000000017,50.0,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,462.64","41,628.79","41,354.33","41,599.18",54441224,126.99,23.29,0.09599999999999996
2023-05-22,21.0,21.0,21.3,20.88,79500,-1.18,-0.25,0.0,0.25,42.52491694352161,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,636.88","41,690.28","41,155.48","41,195.06",47139572,-404.12,23.23,0.10619047619047621
2023-05-23,21.15,20.85,21.15,20.8,25500,0.71,0.14999999999999858,0.14999999999999858,0.0,51.25448028673836,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,224.39","41,295.65","41,098.70","41,099.30",43773936,-95.76,23.46,0.10921985815602848
2023-05-24,20.67,21.0,21.0,20.67,79500,-2.27,-0.4799999999999969,0.0,0.4799999999999969,41.58730158730162,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,128.92","41,342.23","41,064.40","41,117.32",40260800,18.02,23.1,0.11756168359941943
2023-05-25,20.6,20.71,20.75,20.5,2340000,-0.34,-0.07000000000000028,0.0,0.07000000000000028,38.58520900321546,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,165.06","41,219.03","40,956.88","41,029.67",66537940,-87.65,22.97,0.11504854368932026
2023-05-26,20.35,20.4,20.7,20.22,6680000,-1.21,-0.25,0.0,0.25,39.34426229508198,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,062.18","41,148.56","40,783.80","40,964.54",107230176,-65.13,23.2,0.14004914004913993
2023-05-29,19.8,20.2,20.25,19.8,1030000,-2.7,-0.5500000000000007,0.0,0.5500000000000007,31.428571428571388,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,016.32","41,649.13","41,005.15","41,340.06",95243584,375.52,23.15,0.1691919191919191
2023-05-30,20.69,20.0,20.69,20.0,127000,4.49,0.8900000000000006,0.8900000000000006,0.0,46.386946386946406,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,362.10","41,693.46","41,362.06","41,671.65",104070256,331.59,22.98,0.11068148864185592
2023-05-31,20.79,20.75,20.87,20.11,97500,0.48,0.09999999999999787,0.09999999999999787,0.0,48.15668202764977,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,724.85","41,852.23","41,265.03","41,330.56",90799056,-341.09,22.75,0.09427609427609432
2023-06-01,20.69,20.35,20.69,20.3,99500,-0.48,-0.09999999999999787,0.0,0.09999999999999787,39.74358974358976,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,387.24","41,481.53","41,226.94","41,266.77",49182896,-63.79,23.18,0.12034799420009658
2023-06-02,20.89,20.67,20.89,20.5,21000,0.97,0.1999999999999993,0.1999999999999993,0.0,48.20936639118459,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,264.42","41,403.43","41,237.41","41,352.98",67578672,86.21,23.1,0.10579224509334614
2023-06-05,20.5,20.87,20.95,20.48,83500,-1.87,-0.39000000000000057,0.0,0.39000000000000057,40.88541666666666,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,390.47","41,681.68","41,375.57","41,667.94",81400128,314.96,23.7,0.15609756097560973
2023-06-06,20.74,20.53,20.74,20.51,21000,1.17,0.23999999999999844,0.23999999999999844,0.0,41.038961038961,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,771.03","42,026.94","41,751.20","41,923.46",122360032,255.52,23.42,0.12921890067502428
2023-06-07,20.43,20.5,20.65,20.4,66500,-1.49,-0.3099999999999987,0.0,0.3099999999999987,38.072289156626454,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,975.36","42,231.63","41,924.48","42,142.71",117404928,219.25,24.25,0.18697993147332356
2023-06-08,20.14,20.52,20.52,20.14,25000,-1.42,-0.28999999999999915,0.0,0.28999999999999915,37.00234192037468,2023,1.29,24.96,0.0,0.17,679.61,0.89,"42,223.74","42,307.11","41,648.83","41,686.46",100881072,-456.25,23.9,0.18669314796425016
2023-06-09,20.0,20.35,20.39,20.0,212000,-0.7,-0.14000000000000057,0.0,0.14000000000000057,37.980769230769205,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,728.41","41,931.82","41,677.14","41,904.20",78778528,217.74,23.75,0.1875
2023-06-12,19.91,20.05,20.24,19.9,543500,-0.45,-0.08999999999999986,0.0,0.08999999999999986,34.87804878048779,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,915.65","42,029.14","41,715.31","41,782.92",83229696,-121.28,23.8,0.19537920642893022
2023-06-13,20.24,20.0,20.25,19.85,1860000,1.66,0.3299999999999983,0.3299999999999983,0.0,44.5569620253164,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,889.56","42,025.53","41,522.63","41,538.72",61589860,-244.2,23.7,0.17094861660079058
2023-06-14,19.8,20.0,20.23,19.8,105000,-2.17,-0.4399999999999977,0.0,0.4399999999999977,40.74074074074071,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,596.53","41,744.43","41,448.61","41,514.44",40517860,-24.28,23.51,0.18737373737373741
2023-06-15,20.1,20.0,20.1,19.7,131000,1.52,0.3000000000000007,0.3000000000000007,0.0,47.139588100686495,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,633.80","41,633.80","41,269.12","41,369.16",44840904,-145.28,23.25,0.1567164179104477
2023-06-16,19.99,19.98,20.0,19.76,71500,-0.55,-0.11000000000000298,0.0,0.11000000000000298,52.41730279898217,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,467.91","41,612.67","41,280.16","41,301.29",59980496,-67.87,23.14,0.15757878939469747
2023-06-19,19.7,19.98,19.99,19.66,11000,-1.45,-0.28999999999999915,0.0,0.28999999999999915,35.13513513513506,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,372.22","41,484.32","40,610.27","40,621.21",92612480,-680.08,23.68,0.20203045685279192
2023-06-20,19.8,19.55,19.89,19.5,37500,0.51,0.10000000000000142,0.10000000000000142,0.0,35.13513513513513,2023,1.29,24.96,0.0,0.17,679.61,0.89,"40,635.29","40,739.97","40,507.18","40,653.03",73146312,31.82,23.31,0.17727272727272717
2023-06-21,19.0,19.51,19.51,19.0,133500,-4.04,-0.8000000000000007,0.0,0.8000000000000007,29.0322580645161,2023,1.29,24.96,0.0,0.17,679.61,0.89,"40,695.50","40,804.87","40,191.24","40,220.79",47430440,-432.24,23.25,0.2236842105263158
2023-06-22,18.99,19.44,19.44,18.81,90500,-0.05,-0.010000000000001563,0.0,0.010000000000001563,25.26041666666663,2023,1.29,24.96,0.0,0.17,679.61,0.89,"40,231.15","40,378.59","40,091.38","40,152.05",65589344,-68.74,23.45,0.2348604528699316
2023-06-23,18.97,19.38,19.38,18.31,200000,-0.11,-0.019999999999999574,0.0,0.019999999999999574,27.95389048991352,2023,1.29,24.96,0.0,0.17,679.61,0.89,"40,175.94","40,235.57","39,894.42","40,065.32",58539504,-86.73,23.57,0.24248813916710604
2023-06-26,19.56,19.43,19.9,19.33,950000,3.11,0.5899999999999999,0.5899999999999999,0.0,34.554973821989535,2023,1.29,24.96,0.0,0.17,679.61,0.89,"40,345.34","41,491.87","40,334.05","41,437.10",122174096,"1,371.78",23.41,0.19683026584867083
2023-06-27,19.5,19.32,19.67,19.32,2990000,-0.31,-0.05999999999999872,0.0,0.05999999999999872,36.9747899159664,2023,1.29,24.96,0.0,0.17,679.61,0.89,"41,420.06","41,606.25","41,208.19","41,452.68",137934880,15.58,23.52,0.20615384615384613
2023-07-03,20.48,20.11,20.6,19.99,1210000,5.03,0.9800000000000004,0.9800000000000004,0.0,53.99061032863849,2023,1.29,24.96,0.0,0.17,679.61,0.89,"43,545.93","43,933.94","43,404.69","43,899.00",169579712,"2,446.32",23.6,0.15234375000000006
2023-07-04,20.3,20.21,20.5,20.15,140500,-0.88,-0.17999999999999972,0.0,0.17999999999999972,53.488372093023266,2023,1.29,24.96,0.0,0.17,679.61,0.89,"43,899.00","44,511.52","43,488.37","43,557.01",245371488,-341.99,24.64,0.21379310344827585
2023-07-05,20.45,20.4,20.55,20.28,294000,0.74,0.14999999999999858,0.14999999999999858,0.0,56.192660550458704,2023,1.29,24.96,0.0,0.17,679.61,0.89,"43,557.01","44,041.26","43,464.06","43,552.83",181144512,-4.18,24.59,0.20244498777506115
2023-07-06,20.6,20.43,20.98,20.17,661500,0.73,0.15000000000000213,0.15000000000000213,0.0,54.30622009569382,2023,1.29,24.96,0.0,0.17,679.61,0.89,"43,615.88","44,212.77","43,550.14","44,178.85",166154400,626.02,24.75,0.20145631067961156
2023-07-07,20.5,20.32,20.5,20.32,105000,-0.49,-0.10000000000000142,0.0,0.10000000000000142,59.11458333333331,2023,1.29,24.96,0.0,0.17,679.61,0.89,"44,157.95","44,293.51","44,086.74","44,207.31",115715056,28.46,25.3,0.23414634146341468
2023-07-10,20.49,20.54,20.7,20.4,171500,-0.05,-0.010000000000001563,0.0,0.010000000000001563,55.49295774647881,2023,1.29,24.96,0.0,0.17,679.61,0.89,"44,246.00","44,601.78","44,260.10","44,585.12",182855392,377.81,26.4,0.28843338213762815
2023-07-11,20.76,20.5,21.2,20.5,2150000,1.32,0.2700000000000031,0.2700000000000031,0.0,60.37735849056606,2023,1.29,24.96,0.0,0.17,679.61,0.89,"44,645.89","45,250.48","44,691.46","45,155.79",248032416,570.67,26.65,0.28371868978805376
2023-07-12,20.8,20.77,21.2,20.55,2120000,0.19,0.03999999999999915,0.03999999999999915,0.0,65.89595375722541,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,236.61","45,582.30","45,200.35","45,514.95",205445504,359.16,27.5,0.3221153846153846
2023-07-13,20.8,21.01,21.01,20.7,387500,0.0,0.0,0.0,0.0,64.88095238095235,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,514.95","45,970.99","45,255.58","45,266.96",225216885,-247.99,28.3,0.3605769230769231
2023-07-14,20.95,20.8,20.95,20.6,70000,0.72,0.14999999999999858,0.14999999999999858,0.0,85.97785977859772,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,401.34","45,488.45","45,043.17","45,067.98",112252776,-198.98,29.7,0.41766109785202865
2023-07-17,20.7,20.7,21.2,20.43,1140000,-1.19,-0.25,0.0,0.25,78.9830508474576,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,114.90","45,283.30","45,013.98","45,042.61",148606688,-25.37,30.5,0.4734299516908213
2023-07-18,20.5,20.55,21.0,20.46,546000,-0.97,-0.1999999999999993,0.0,0.1999999999999993,74.4408945686901,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,146.10","45,240.21","44,848.39","45,009.33",125029536,-33.28,31.85,0.5536585365853659
2023-07-19,20.49,20.5,20.7,19.9,946000,-0.05,-0.010000000000001563,0.0,0.010000000000001563,68.23529411764703,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,121.97","45,227.49","44,928.02","45,095.11",125855056,85.78,31.87,0.5553928745729626
2023-07-20,20.48,20.39,20.48,20.1,137000,-0.05,-0.00999999999999801,0.0,0.00999999999999801,69.59999999999998,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,079.60","45,451.64","45,067.95","45,398.31",157328048,303.2,31.79,0.5522460937499999
2023-07-21,20.55,20.39,21.09,20.3,781000,0.34,0.07000000000000028,0.07000000000000028,0.0,52.20125786163522,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,391.55","46,122.16","45,391.55","45,920.73",205733616,522.42,31.25,0.5206812652068126
2023-07-24,21.29,20.94,21.5,20.94,2640000,3.6,0.7399999999999984,0.7399999999999984,0.0,73.02325581395343,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,087.58","46,195.70","45,872.67","46,054.81",153912400,134.08,31.5,0.4795678722404885
2023-07-25,21.51,21.2,21.8,21.01,4010000,1.03,0.22000000000000242,0.22000000000000242,0.0,73.87387387387386,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,063.59","46,540.87","46,019.63","46,417.34",142826304,362.53,32.5,0.510925151092515
2023-07-26,22.15,21.75,22.19,21.3,7590000,2.98,0.639999999999997,0.639999999999997,0.0,78.59778597785973,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,515.88","46,724.57","46,499.36","46,682.52",242989152,265.18,34.03,0.5363431151241537
2023-07-27,23.75,22.01,23.75,22.01,15850000,7.22,1.6000000000000014,1.6000000000000014,0.0,88.59857482185272,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,780.12","47,393.47","46,779.74","47,076.99",254214496,394.47,35.58,0.49810526315789466
2023-07-31,24.7,24.09,25.4,23.85,8760000,4.0,0.9499999999999993,0.9499999999999993,0.0,90.87378640776701,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,394.97","48,126.50","47,372.54","48,034.59",315676640,957.6,35.47,0.4360323886639676
2023-08-01,24.39,24.8,25.0,24.1,2710000,-1.26,-0.3099999999999987,0.0,0.3099999999999987,84.97109826589599,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,034.59","48,441.84","47,998.26","48,230.50",274242037,195.91,37.5,0.5375153751537515
2023-08-02,24.6,24.28,24.7,24.22,2230000,0.86,0.21000000000000085,0.21000000000000085,0.0,85.44776119402988,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,277.81","48,852.05","48,178.88","48,764.55",365630667,534.05,37.3,0.5162601626016258
2023-08-03,25.0,25.01,25.8,24.68,6210000,1.63,0.3999999999999986,0.3999999999999986,0.0,86.45833333333336,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,993.00","49,404.50","48,541.34","48,611.18",289325455,-153.37,36.9,0.4759999999999999
2023-08-04,25.2,24.75,25.54,24.4,901500,0.8,0.1999999999999993,0.1999999999999993,0.0,86.57487091222033,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,584.58","48,840.27","48,427.99","48,585.71",210396471,-25.47,36.19,0.43611111111111106
2023-08-07,26.4,26.74,26.83,25.76,11750000,4.76,1.1999999999999993,1.1999999999999993,0.0,92.1597633136095,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,716.45","49,034.92","48,276.54","48,386.25",232034005,-199.46,34.5,0.3068181818181819
2023-08-08,25.3,26.54,27.4,25.25,2480000,-4.17,-1.0999999999999979,0.0,1.0999999999999979,81.33159268929508,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,359.55","48,415.46","47,335.32","47,429.82",197511127,-956.43,35.11,0.38774703557312246
2023-08-09,25.6,25.5,25.97,25.15,1910000,1.19,0.3000000000000007,0.3000000000000007,0.0,82.13836477987427,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,322.66","48,334.53","47,262.37","48,227.60",183275562,797.78,34.87,0.36210937499999984
2023-08-10,25.3,25.78,26.39,25.02,2770000,-1.17,-0.3000000000000007,0.0,0.3000000000000007,79.247572815534,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,503.90","48,622.90","47,626.74","47,808.34",175252024,-419.26,33.8,0.33596837944664015
2023-08-11,25.27,25.54,25.9,25.11,1210000,-0.12,-0.030000000000001137,0.0,0.030000000000001137,78.78048780487805,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,968.51","48,898.82","47,968.51","48,424.40",242051343,616.06,33.0,0.30589631974673526
2023-08-15,25.25,25.01,25.6,25.0,1330000,-0.08,-0.019999999999999574,0.0,0.019999999999999574,76.47058823529413,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,478.19","48,794.12","48,293.02","48,565.75",123699038,141.35,33.51,0.32712871287128703
2023-08-16,24.6,25.12,25.12,24.52,495500,-2.57,-0.6499999999999986,0.0,0.6499999999999986,69.53223767383061,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,575.05","48,614.47","48,108.87","48,146.43",104981376,-419.32,33.0,0.34146341463414626
2023-08-17,24.99,24.52,24.99,24.25,477000,1.59,0.389999999999997,0.389999999999997,0.0,68.5378590078329,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,961.18","48,397.37","47,893.71","48,325.84",101396353,179.41,31.8,0.2725090036014407
2023-08-18,24.1,24.89,24.89,24.1,322500,-3.56,-0.889999999999997,0.0,0.889999999999997,52.5179856115108,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,406.43","48,615.14","48,196.18","48,218.49",132257744,-107.35,33.25,0.37966804979253105
2023-08-21,23.0,24.01,24.1,22.7,703000,-4.56,-1.1000000000000014,0.0,1.1000000000000014,38.0281690140845,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,141.31","48,234.25","47,432.71","47,447.95",84335337,-770.54,32.95,0.432608695652174
2023-08-22,23.13,22.51,23.45,22.51,338000,0.57,0.129999999999999,0.129999999999999,0.0,40.89595375722541,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,451.64","47,675.21","47,359.17","47,417.90",73227553,-30.05,32.01,0.38391699092088194
2023-08-23,23.0,23.39,23.4,22.81,231000,-0.56,-0.129999999999999,0.0,0.129999999999999,38.30409356725143,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,503.35","47,588.23","47,007.65","47,418.63",47419,0.73,33.0,0.43478260869565216
2023-08-24,23.51,23.15,23.9,22.9,1250000,2.22,0.5100000000000016,0.5100000000000016,0.0,39.280575539568346,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,463.68","47,994.18","47,463.68","47,750.76",168476614,332.13,33.05,0.4057847724372605
2023-08-25,23.3,23.6,23.83,23.1,5680000,-0.89,-0.21000000000000085,0.0,0.21000000000000085,36.35057471264368,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,818.32","47,853.55","47,570.31","47,671.21",91943441,-79.55,33.04,0.4180257510729613
2023-08-28,22.85,23.06,23.39,22.8,360500,-1.93,-0.4499999999999993,0.0,0.4499999999999993,21.41706924315619,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,732.79","47,733.50","47,399.27","47,478.61",97813577,-192.6,32.71,0.43150984682713345
2023-08-29,22.5,22.75,23.3,22.15,1650000,-1.53,-0.3500000000000014,0.0,0.3500000000000014,24.358974358974336,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,322.44","47,372.08","46,598.23","46,770.41",111051776,-708.2,32.53,0.44577777777777783
2023-08-30,22.27,22.95,22.95,21.55,1590000,-1.02,-0.23000000000000043,0.0,0.23000000000000043,19.109461966604798,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,771.14","46,857.88","46,101.33","46,244.55",101472129,-525.86,32.48,0.45846430175123476
2023-08-31,21.39,22.45,22.45,20.8,1950000,-3.95,-0.879999999999999,0.0,0.879999999999999,17.252931323283065,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,286.73","46,358.01","44,459.62","45,002.41",169142258,"-1,242.14",32.24,0.5072463768115942
2023-09-01,21.36,21.54,21.54,20.9,549000,-0.14,-0.030000000000001137,0.0,0.030000000000001137,17.252931323283065,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,005.74","45,358.28","44,795.81","45,312.65",55690564,310.24,31.7,0.48408239700374533
2023-09-04,21.7,21.39,21.7,21.25,924500,1.59,0.33999999999999986,0.33999999999999986,0.0,21.780604133545282,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,461.58","45,788.74","45,448.02","45,707.42",55254788,394.77,32.1,0.47926267281106
2023-09-05,21.25,21.95,21.97,21.08,1970000,-2.07,-0.4499999999999993,0.0,0.4499999999999993,22.49589490968799,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,825.12","45,950.68","45,416.99","45,491.48",55028384,-215.94,32.2,0.5152941176470589
2023-09-06,20.99,21.0,21.4,20.81,1440000,-1.22,-0.26000000000000156,0.0,0.26000000000000156,16.442953020134226,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,515.03","45,854.18","45,460.28","45,807.57",74242782,316.09,31.94,0.5216769890424013
2023-09-07,21.44,21.0,21.47,20.86,338000,2.14,0.45000000000000284,0.45000000000000284,0.0,25.905797101449295,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,854.24","46,035.81","45,703.53","45,757.23",98984688,-50.34,31.98,0.4916044776119402
2023-09-08,21.75,21.3,22.05,21.15,1210000,1.45,0.3099999999999987,0.3099999999999987,0.0,36.78646934460889,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,812.70","46,077.38","45,728.89","46,013.48",67980063,256.25,31.94,0.46850574712643683
2023-09-11,21.7,21.97,21.97,21.51,271500,-0.23,-0.05000000000000071,0.0,0.05000000000000071,34.62365591397851,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,071.19","46,174.68","45,678.15","45,865.73",140183512,-147.75,31.1,0.43317972350230427
2023-09-12,21.6,21.62,21.82,21.26,212500,-0.46,-0.09999999999999787,0.0,0.09999999999999787,34.84848484848487,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,902.72","45,902.72","45,468.27","45,508.39",58398860,-357.34,31.49,0.4578703703703702
2023-09-13,21.95,21.58,22.25,21.5,1140000,1.62,0.34999999999999787,0.34999999999999787,0.0,32.511210762331814,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,507.73","45,732.72","45,500.21","45,590.92",47422802,82.53,31.34,0.4277904328018224
2023-09-14,22.0,21.75,22.01,21.7,152000,0.23,0.05000000000000071,0.05000000000000071,0.0,34.883720930232556,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,581.72","45,776.96","45,581.48","45,650.05",61386957,59.13,31.26,0.42090909090909095
2023-09-15,21.89,21.65,22.0,21.5,175500,-0.5,-0.10999999999999943,0.0,0.10999999999999943,37.87878787878787,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,986.58","46,093.01","45,700.65","45,753.51",140164860,103.46,31.4,0.43444495203289163
2023-09-18,21.99,21.71,21.99,21.53,69000,0.46,0.09999999999999787,0.09999999999999787,0.0,43.126684636118576,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,824.42","45,907.08","45,662.70","45,803.19",38482836,49.68,31.15,0.41655297862664853
2023-09-19,22.1,21.57,22.1,21.56,76500,0.5,0.11000000000000298,0.11000000000000298,0.0,47.63231197771591,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,850.20","46,036.03","45,850.20","45,910.46",57099739,107.27,29.98,0.35656108597285063
2023-09-20,21.53,21.62,21.95,21.53,115000,-2.58,-0.5700000000000003,0.0,0.5700000000000003,52.13414634146343,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,947.39","46,035.09","45,808.10","45,889.57",46255114,-20.89,29.0,0.34695773339526237
2023-09-21,22.0,21.54,22.09,21.5,2170000,2.18,0.46999999999999886,0.46999999999999886,0.0,58.602150537634415,2023,1.29,24.96,0.0,0.17,679.61,0.89,"45,917.50","46,309.80","45,733.44","46,202.12",74186692,312.55,28.25,0.2840909090909091
2023-09-22,22.38,21.76,22.38,21.72,505500,1.73,0.379999999999999,0.379999999999999,0.0,59.04255319148937,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,322.34","46,500.45","46,181.99","46,421.15",94480015,219.03,27.7,0.23771224307417338
2023-09-25,22.5,21.73,22.6,21.66,3090000,0.54,0.120000000000001,0.120000000000001,0.0,68.22157434402332,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,483.10","46,590.26","46,305.88","46,393.67",89591756,-27.48,28.5,0.26666666666666666
2023-09-26,22.95,22.28,22.95,22.28,384500,2.0,0.4499999999999993,0.4499999999999993,0.0,77.07182320441993,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,399.88","46,503.82","46,258.96","46,277.65",95627367,-116.02,28.42,0.2383442265795208
2023-09-27,22.85,22.7,23.25,22.55,572500,-0.44,-0.09999999999999787,0.0,0.09999999999999787,71.55963302752298,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,291.28","46,448.33","46,238.12","46,365.04",91939003,87.39,29.0,0.2691466083150984
2023-09-28,23.0,22.87,23.23,22.4,478000,0.66,0.14999999999999858,0.14999999999999858,0.0,70.09646302250809,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,464.29","46,469.59","46,177.49","46,232.59",80528410,-132.45,29.29,0.27347826086956517
2023-10-02,23.29,23.15,23.95,23.15,402500,1.26,0.28999999999999915,0.28999999999999915,0.0,73.73134328358216,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,294.62","46,704.63","46,294.62","46,627.08",100351138,394.49,28.3,0.2151137827393732
2023-10-03,23.23,23.67,23.67,23.2,548500,-0.26,-0.05999999999999872,0.0,0.05999999999999872,74.62235649546832,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,685.93","46,820.71","46,670.78","46,756.80",95173296,129.72,28.99,0.24795523030563918
2023-10-04,23.46,23.35,23.65,23.3,1280000,0.99,0.23000000000000043,0.23000000000000043,0.0,73.66771159874615,2023,1.29,24.96,0.0,0.17,679.61,0.89,"46,760.83","47,199.50","46,748.79","47,079.83",100274648,323.03,28.75,0.22549019607843132
2023-10-05,23.1,23.54,23.54,23.09,1490000,-1.53,-0.35999999999999943,0.0,0.35999999999999943,65.71428571428578,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,152.98","47,484.56","47,152.98","47,452.38",182435686,372.55,29.1,0.2597402597402597
2023-10-06,22.97,23.14,23.2,22.92,309000,-0.56,-0.13000000000000256,0.0,0.13000000000000256,65.3409090909091,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,545.30","47,619.25","47,402.57","47,493.57",116567496,41.19,28.0,0.218981279930344
2023-10-09,23.2,22.76,23.24,22.6,293000,1.0,0.23000000000000043,0.23000000000000043,0.0,66.57534246575344,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,376.59","47,775.72","47,217.74","47,721.79",116346026,228.22,27.15,0.17025862068965514
2023-10-10,23.15,22.81,23.32,22.81,627000,-0.22,-0.05000000000000071,0.0,0.05000000000000071,64.62395543175485,2023,1.29,24.96,0.0,0.17,679.61,0.89,"47,752.69","48,166.36","47,708.11","48,140.27",169366744,418.48,27.0,0.1663066954643629
2023-10-11,22.98,22.9,23.17,22.6,1050000,-0.73,-0.16999999999999815,0.0,0.16999999999999815,72.72727272727276,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,210.60","48,516.64","48,208.30","48,474.54",275943536,334.27,27.6,0.20104438642297653
2023-10-12,22.75,23.0,23.0,22.75,143500,-1.0,-0.23000000000000043,0.0,0.23000000000000043,62.711864406779675,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,520.71","48,830.26","48,359.37","48,771.71",223229778,297.17,28.0,0.23076923076923078
2023-10-13,23.18,22.77,23.2,22.7,405000,1.89,0.4299999999999997,0.4299999999999997,0.0,63.33333333333336,2023,1.29,24.96,0.0,0.17,679.61,0.89,"48,821.58","49,520.37","48,767.59","49,493.47",369813447,721.76,27.01,0.16522864538395177
